Name,Water,Energ (kcal),Protein,Lipid,Ash,Carbohydrt,Sugar,Calcium,Iron,Magnesium,Sodium,Zinc,Copper,Vit_C,Vit_B6,Cholestrl
BROCCOLI.LEAVES.RAW,90.69,28,2.98,0.35,0.92,5.24,0,48,0.88,25,27,0.4,0.045,93.2,0.159,0
BROCCOLI.RAW,89.3,34,2.82,0.37,0.87,6.64,1.7,47,0.73,21,33,0.41,0.049,89.2,0.175,0
BROCCOLI.STALKS.RAW,90.69,28,2.98,0.35,0.92,5.24,0,48,0.88,25,27,0.4,0.045,93.2,0.159,0
BROTWURST.PORK.BF.LINK,51.3,323,14.3,27.8,3.67,2.93,2.98,48,1.03,16,1112,2.1,0.08,0,0.13,63
BRUSSELS SPROUTS.CKD.BLD.DRND.W/SALT,88.9,36,2.55,0.5,0.95,7.1,1.74,36,1.2,20,257,0.33,0.083,62,0.178,0
BRUSSELS SPROUTS.CKD.BLD.DRND.WO/SALT,88.9,36,2.55,0.5,0.95,7.1,1.74,36,1.2,20,21,0.33,0.083,62,0.178,0
BRUSSELS SPROUTS.FRZ.CKD.BLD.DRND.W/SALT,86.74,42,3.64,0.39,0.91,8.32,2.08,26,0.48,18,259,0.24,0.034,45.7,0.289,0
BRUSSELS SPROUTS.FRZ.CKD.BLD.DRND.WO/SALT,86.74,42,3.64,0.39,0.91,8.32,2.08,26,0.48,18,15,0.24,0.034,45.7,0.289,0
BRUSSELS SPROUTS.FRZ.UNPREP,87.07,41,3.78,0.41,0.88,7.86,0,26,0.93,20,10,0.31,0.033,74.1,0.202,0
BRUSSELS SPROUTS.RAW,86,43,3.38,0.3,1.37,8.95,2.2,42,1.4,23,25,0.42,0.07,85,0.219,0
BUCKWHEAT,9.75,343,13.25,3.4,2.1,71.5,0,18,2.2,231,1,2.4,1.1,0,0.21,0
BUCKWHEAT FLR.WHOLE-GROAT,11.15,335,12.62,3.1,2.54,70.59,2.6,41,4.06,251,11,3.12,0.515,0,0.582,0
BUCKWHEAT GROATS.RSTD.CKD,75.63,92,3.38,0.62,0.43,19.94,0.9,7,0.8,51,4,0.61,0.146,0,0.077,0
BUCKWHEAT GROATS.RSTD.DRY,8.41,346,11.73,2.71,2.2,74.95,0,17,2.47,221,11,2.42,0.624,0,0.353,0
BUFFALO.FREE RANGE.TOP RND STEAK.CKD (SHOSHONE BANNOCK),64.28,146,32.51,1.8,1.22,0,0,4,3.76,27,41,5.06,0.189,0,0.794,82
BUFFALO.FREE RANGE.TOP RND STEAK.RAW (SHOSHONE BANNOCK),75.96,97,21.44,1.3,0.94,0,0,3,2.61,22,43,3,0.117,0,0.78,0
BULGUR.COOKED,77.76,83,3.08,0.24,0.34,18.58,0.1,10,0.96,32,5,0.57,0.075,0,0.083,0
BULGUR.DRY,9,342,12.29,1.33,1.51,75.87,0.41,35,2.46,164,17,1.93,0.335,0,0.342,0
BURBOT.COOKED.DRY HEAT,73.41,115,24.76,1.04,1.49,0,0,64,1.15,41,124,0.97,0.256,0,0.346,77
BURBOT.RAW,79.26,90,19.31,0.81,1.16,0,0,50,0.9,32,97,0.76,0.2,0,0.3,60
BURDOCK ROOT.CKD.BLD.DRND.W/SALT,75.64,88,2.09,0.14,0.98,21.15,3.55,49,0.77,39,240,0.38,0.089,2.6,0.279,0
BURDOCK ROOT.CKD.BLD.DRND.WO/SALT,75.64,88,2.09,0.14,0.98,21.15,3.55,49,0.77,39,4,0.38,0.089,2.6,0.279,0
BURDOCK ROOT.RAW,80.09,72,1.53,0.15,0.89,17.34,2.9,41,0.8,38,5,0.33,0.077,3,0.24,0
BURGER KING. CHSBRGR,44.59,286,14.57,14.81,2.32,23.71,4.49,93,2.5,24,602,2.4,0.11,0.2,0.09,45
BURGER KING.CHICK TENDERS,46.06,289,17.25,16.67,2.61,17.41,0.12,15,0.61,25,721,0.58,0.05,0.7,0.349,52
BURGER KING.CHICK WHOPPER SNDWCH,57.3,216,11.77,10.52,1.74,18.67,3.39,33,5.5,21,433,1.2,0.014,0.2,0.157,31
BURGER KING.CROISSAN'WICH W/ EGG & CHS,46.4,283,10.35,15.78,2.68,24.79,4.03,231,1.9,17,650,1.04,0.074,0,0.117,139
BURGER KING.CROISSAN'WICH W/ SAUSAGE & CHS,35.08,376,13.73,25.45,2.75,23,3.36,107,1.87,19,782,1.43,0.072,0,0.182,43
BURGER KING.CROISSAN'WICH W/ SAUSAGE.EGG & CHS,44.9,322,12.31,22.48,2.67,17.65,2.86,168,1.7,18,687,1.31,0.072,0,0.182,120
BURGER KING.DOUBLE WHOPPER.NO CHS,55.29,252,13.94,15.66,1.37,13.74,3.52,35,2.8,18,289,3,0.12,0.2,0.114,46
BURGER KING.DOUBLE WHOPPER.W/ CHS,53.28,266,14.47,17.06,1.67,13.52,3.61,78,5.3,19,387,3.5,0.078,0.2,0.112,47
BURGER KING.FRENCH FR,36.66,331,3.5,17.4,2.36,40.08,0.69,9,1.29,30,455,1.1,0.145,0.7,0.175,0
BURGER KING.FRENCH TOAST STKS,33.57,349,6,17.74,1.47,41.21,9.89,53,1.92,19,428,0.51,0.085,0,0.053,0
BURGER KING.HAMBURGER,44.68,275,14.18,12.17,1.85,27.11,4.85,51,2.52,24,455,2.15,0.093,0.2,0.101,35
BURGER KING.HASH BROWN ROUNDS,36.12,369,2.87,24.35,2.11,34.55,0.27,16,0.69,19,511,0.32,0.098,1.6,0.23,0
BURGER KING.ORIGINAL CHICK SNDWCH,45.52,286,12.57,15.4,2.16,24.35,2.71,40,2.1,24,590,1.4,0.014,0.2,0.154,31
BURGER KING.VANILLA SHAKE,68.13,168,3.19,8.74,0.91,19.03,11.67,104,0.42,12,100,0.67,0.19,0,0.03,31
BURGER KING.WHOPPER.NO CHS,56.43,233,10.74,12.84,1.43,18.55,4.22,39,4.37,18,313,2.83,0.013,0.2,0.091,30
BURGER KING.WHOPPER.W/ CHS,54.92,250,11.19,15.33,1.86,16.7,4.11,82,2,18,453,1.6,0.053,0.2,0.073,36
BURRITO. BEAN AND CHEESE. FROZEN,53.05,211,6.92,5.94,1.69,32.4,1.41,42,2.78,26,412,0.68,0.146,0,0.084,0
BURRITO.BEAN & CHS.MICROWAVED,41.77,260,8.6,7.17,2.09,40.37,1.37,68,3.61,43,637,1.12,0.276,0,0.108,3
BURRITO.BF & BEAN.FRZ,50.48,239,7.26,9.61,1.81,30.84,3.53,34,2.96,32,587,0.99,0.211,0.8,0.09,8
BURRITO.BF & BEAN.MICROWAVED,38.14,298,8.73,11.94,2.24,38.95,1.36,39,3.12,36,659,1.24,0.228,1,0.132,9
BUTCHER BOY MEATS.INC..TURKEY FRANKS,59.06,239,13.45,18.17,4.66,4.66,2.49,148,1.83,14,1162,2.88,0.098,0.8,0.208,104
BUTTER OIL.ANHYDROUS,0.24,876,0.28,99.48,0,0,0,4,0,0,2,0.01,0.001,0,0.001,256
BUTTER REPLCMNT.WO/FAT.PDR,5,373,2,1,3,89,5.3,23,2,0,1200,0,0,0,0,2
BUTTER.LT.STK.W/SALT,42.1,509,3.3,55.1,1,0,0,48,1.09,5,450,0.26,0,0,0.01,106
BUTTER.LT.STK.WO/SALT,43.2,499,3.3,55.1,0.5,0,0,48,1.09,5,36,0.26,0,0,0.01,106
BUTTER.WHIPPED.WITH SALT,15.87,717,0.85,81.11,2.11,0.06,0.06,24,0.16,2,827,0.05,0.016,0,0.003,219
BUTTER.WITH SALT,15.87,717,0.85,81.11,2.11,0.06,0.06,24,0.02,2,576,0.09,0,0,0.003,215
BUTTER.WITHOUT SALT,17.94,717,0.85,81.11,0.04,0.06,0.06,24,0.02,2,11,0.09,0.016,0,0.003,215
BUTTERBUR.(FUKI).RAW,94.5,14,0.39,0.04,1.46,3.61,0,103,0.1,14,7,0.16,0.103,31.5,0.096,0
BUTTERBUR.CANNED,97.92,3,0.11,0.13,1.46,0.38,0,34,0.63,2,4,0.06,0.037,11.9,0.033,0
BUTTERBUR.CKD.BLD.DRND.W/SALT,96.7,8,0.23,0.02,0.88,2.16,0,59,0.1,8,240,0.09,0.059,18.9,0.052,0
BUTTERBUR.CKD.BLD.DRND.WO/SALT,96.7,8,0.23,0.02,0.88,2.16,0,59,0.1,8,4,0.09,0.059,18.9,0.052,0
BUTTERFISH.CKD.DRY HEAT,66.83,187,22.15,10.28,1.54,0,0,28,0.64,32,114,0.99,0.069,0,0.346,83
BUTTERFISH.RAW,74.13,146,17.28,8.02,1.2,0,0,22,0.5,25,89,0.77,0.054,0,0.3,65
BUTTERNUTS.DRIED,3.34,612,24.9,56.98,2.73,12.05,0,53,4.02,237,1,3.13,0.45,3.2,0.56,0
CABBAGE.CHINESE (PAK-CHOI).CKD.BLD.DRND.W/SALT,95.55,12,1.56,0.16,0.95,1.78,0.83,93,1.04,11,270,0.17,0.019,26,0.166,0
CABBAGE.CHINESE (PAK-CHOI).CKD.BLD.DRND.WO/SALT,95.55,12,1.56,0.16,0.95,1.78,0.83,93,1.04,11,34,0.17,0.019,26,0.166,0
CABBAGE.CHINESE (PAK-CHOI).RAW,95.32,13,1.5,0.2,0.8,2.18,1.18,105,0.8,19,65,0.19,0.021,45,0.194,0
CABBAGE.CHINESE (PE-TSAI).CKD.BLD.DRND.W/SALT,95.24,14,1.5,0.17,0.68,2.41,0,32,0.3,10,245,0.18,0.029,15.8,0.177,0
CABBAGE.CHINESE (PE-TSAI).CKD.BLD.DRND.WO/SALT,95.24,14,1.5,0.17,0.68,2.41,0,32,0.3,10,9,0.18,0.029,15.8,0.177,0
CABBAGE.CHINESE (PE-TSAI).RAW,94.39,16,1.2,0.2,0.98,3.23,1.41,77,0.31,13,9,0.23,0.036,27,0.232,0
CABBAGE.CKD.BLD.DRND.WO/SALT,92.57,23,1.27,0.06,0.59,5.51,2.79,48,0.17,15,8,0.2,0.017,37.5,0.112,0
CABBAGE.COMMON (DANISH.DOMESTIC.&POINTED TYPES).STORED.RAW,92.52,24,1.21,0.18,0.72,5.37,0,47,0.56,15,18,0.18,0.023,42,0.095,0
CABBAGE.COMMON.CKD.BLD.DRND.W/SALT,92.57,23,1.27,0.06,0.59,5.51,2.79,48,0.17,15,255,0.2,0.017,37.5,0.112,0
CABBAGE.COMMON.FRESHLY HARVEST.RAW,92.52,24,1.21,0.18,0.72,5.37,0,47,0.56,15,18,0.18,0.023,51,0.095,0
CABBAGE.JAPANESE STYLE.FRSH.PICKLED,91.4,30,1.6,0.1,1.23,5.67,1.3,48,0.49,12,277,0.2,0.025,0.7,0.1,0
CABBAGE.MUSTARD.SALTED,92.1,28,1.1,0.1,1.07,5.63,1.4,67,0.7,15,717,0.3,0.034,0,0.3,0
CABBAGE.NAPA.COOKED,96.33,12,1.1,0.17,0.17,2.23,0,29,0.74,8,11,0.14,0.096,3.2,0.037,0
CABBAGE.RAW,92.18,25,1.28,0.1,0.64,5.8,3.2,40,0.47,12,18,0.18,0.019,36.6,0.124,0
CABBAGE.RED.CKD.BLD.DRND.W/SALT,90.84,29,1.51,0.09,0.62,6.94,3.32,42,0.66,17,244,0.25,0.054,10.8,0.225,0
CABBAGE.RED.CKD.BLD.DRND.WO/SALT,90.84,29,1.51,0.09,0.62,6.94,3.32,42,0.66,17,28,0.25,0.054,34.4,0.225,0
CABBAGE.RED.RAW,90.39,31,1.43,0.16,0.64,7.37,3.83,45,0.8,16,27,0.22,0.017,57,0.209,0
CABBAGE.SAVOY.CKD.BLD.DRND.W/SALT,92,24,1.8,0.09,0.7,5.41,0,30,0.38,24,260,0.23,0.052,17,0.152,0
CABBAGE.SAVOY.CKD.BLD.DRND.WO/SALT,92,24,1.8,0.09,0.7,5.41,0,30,0.38,24,24,0.23,0.052,17,0.152,0
CABBAGE.SAVOY.RAW,91,27,2,0.1,0.8,6.1,2.27,35,0.4,28,28,0.27,0.062,31,0.19,0
CAKE.ANGELFOOD.COMMLY PREP,33.2,258,5.9,0.8,2.3,57.8,0,140,0.52,12,749,0.07,0.078,0,0.031,0
CAKE.ANGELFOOD.DRY MIX,2.8,373,8.9,0.4,2.8,85.1,44.2,121,0.32,11,737,0.16,0.094,0,0.009,0
CAKE.ANGELFOOD.DRY MIX.PREP,32.9,257,6.1,0.3,2,58.7,30.51,84,0.23,8,509,0.13,0.068,0,0.006,0
CAKE.BETTY CROCKER.SUPERMOIST PARTY CAKE SWIRL.DRY MIX,3.8,414,3.9,7.6,2.2,82.5,45.7,186,0,0,618,0,0,0,0,0
CAKE.BOSTON CRM PIE.COMMLY PREP,45.4,252,2.4,8.5,0.7,42.9,36.11,23,0.38,6,144,0.16,0.042,0.2,0.026,37
CAKE.CARROT.DRY MIX.PUDDING-TYPE,3.6,415,5.1,9.8,2.4,79.2,0,172,1.8,8,567,0.2,0.05,1.2,0.079,0
CAKE.CHERRY FUDGE W/CHOC FRSTNG,46.1,264,2.4,12.5,1,38,32.94,48,1.1,19,225,0.28,0.057,13.6,0.06,42
CAKE.CHOC.COMMLY PREP W/CHOC FRSTNG,22.9,367,4.1,16.4,1.7,54.6,0,43,2.2,34,334,0.69,0.242,0.1,0.04,42
CAKE.CHOC.DRY MIX.PUDDING-TYPE,3.9,396,4.6,9.2,3.2,78.7,46.01,133,2.92,41,893,0.78,0.272,0.1,0.031,0
CAKE.CHOC.DRY MIX.REG,3.1,428,5.9,15.6,1.9,73,38.3,150,4.5,47,825,0.8,0.4,0,0.039,0
CAKE.CHOC.PREP FROM RECIPE WO/FRSTNG,24.4,371,5.3,15.1,1.3,53.4,0,60,1.61,32,315,0.69,0.207,0.2,0.041,58
CAKE.FRUITCAKE.COMMLY PREP,25.3,324,2.9,9.1,1,61.6,29.84,33,2.07,16,270,0.27,0.05,0.5,0.046,5
CAKE.GERMAN CHOC.DRY MIX.PUDDING-TYPE,3.6,401,4,9.5,2.5,80.1,49.54,97,1.93,22,643,0.42,0.156,0,0.035,0
CAKE.GINGERBREAD.DRY MIX,4.4,437,4.4,13.8,2.8,74.6,46.62,94,4.7,21,657,0.36,0.246,0.2,0.041,0
CAKE.GINGERBREAD.PREP FROM RECIPE,28,356,3.9,16.4,1.8,49.2,0,71,2.88,70,327,0.39,0.195,0.1,0.19,32
CAKE.MARBLE.DRY MIX.PUDDING-TYPE,3.1,416,3.4,11.7,2.3,79.3,57.59,76,1.62,18,519,0.35,0.135,0,0.025,0
CAKE.PNAPPL UPSIDE-DOWN.PREP FROM RECIPE,32.3,319,3.5,12.1,1.7,50.5,0,120,1.48,13,319,0.31,0.087,1.2,0.034,22
CAKE.POUND.BIMBO BAKERIES USA.PANQUE CASERO.HOME BKD STYLE,21.29,418,6.62,21.7,1.45,48.94,28.77,52,1.51,13,357,0.59,0.056,0,0.03,0
CAKE.POUND.COMMLY PREP.BUTTER,24.6,388,5.5,19.9,1.2,48.8,0,35,1.38,11,398,0.46,0.035,0,0.042,221
CAKE.POUND.COMMLY PREP.FAT-FREE,31,283,5.4,1.2,1.5,61,34.34,43,2.06,10,341,0.31,0.058,0,0.012,0
CAKE.POUND.COMMLY PREP.OTHER THAN ALL BUTTER.ENR,23.1,389,5.2,17.9,1.4,52.5,0,64,1.62,13,400,0.39,0.054,0.1,0.023,58
CAKE.POUND.COMMLY PREP.OTHER THAN ALL BUTTER.UNENR,23.1,389,5.2,17.9,1.4,52.5,0,64,0.6,13,400,0.39,0.054,0.1,0.023,58
CAKE.SHORTCAKE.BISCUIT-TYPE.PREP FROM RECIPE,28.4,346,6.1,14.2,2.8,48.5,0,205,2.54,16,506,0.48,0.076,0.2,0.03,3
CAKE.SNACK CAKES.CREME-FILLED.CHOC W/ FRSTNG,18.57,399,3.63,15.93,1.56,60.31,37.76,116,3.6,36,389,1.04,0.305,1.9,0.143,0
CAKE.SNACK CAKES.CREME-FILLED.SPONGE,19.6,374,3.47,11.54,1.36,64.03,37.3,24,1.36,8,400,0.6,0.148,0.1,0,41
CAKE.SNACK CAKES.CUPCAKES.CHOC.W/FRSTNG.LOW-FAT,22.8,305,4.3,3.7,2,67.2,0,36,1.54,25,413,0.55,0.176,0,0.007,0
CAKE.SPONGE.COMMLY PREP,29.7,289,5.4,2.7,1.2,61.1,36.66,70,2.72,11,244,0.51,0.062,0,0.052,102
CAKE.SPONGE.PREP FROM RECIPE,29.4,297,7.3,4.3,1.3,57.7,0,42,1.58,9,228,0.59,0.056,0,0.059,170
CAKE.WHITE.DRY MIX.PUDDING-TYPE.ENR,3.5,423,3.9,9.5,2.2,81,48.95,77,1.36,9,665,0.25,0.056,0,0.018,0
CAKE.WHITE.DRY MIX.PUDDING-TYPE.UNENR,3.5,423,3.9,9.5,2.2,81,0,77,0.52,9,665,0.25,0.056,0,0.018,0
CAKE.WHITE.DRY MIX.REG,4,426,4.5,10.9,2.7,78,54.51,192,1.39,11,664,0.46,0.081,0.3,0.028,0
CAKE.WHITE.DRY MIX.SPL DIETARY (INCL LEMON-FLAVORED),6,397,3,8.4,2.9,79.6,0,26,1.99,10,260,0.3,0.057,0,0.018,0
CAKE.WHITE.PREP FROM RECIPE W/COCNT FRSTNG,20.7,356,4.4,10.3,1.5,63.2,57.39,90,1.16,12,284,0.33,0.067,0.1,0.029,1
CAKE.WHITE.PREP FROM RECIPE WO/FRSTNG,23.3,357,5.4,12.4,1.8,57.2,35.49,130,1.52,12,327,0.32,0.059,0.2,0.021,2
CAKE.YEL.COMMLY PREP.W/CHOC FRSTNG,21.9,379,3.8,17.4,1.3,55.4,0,37,2.08,30,337,0.62,0.188,0,0.033,55
CAKE.YEL.COMMLY PREP.W/VANILLA FRSTNG,22.1,373,3.5,14.5,1,58.8,0,62,1.07,6,344,0.25,0.034,0,0.027,55
CAKE.YEL.DRY MIX.PUDDING-TYPE,4,423,4,9.8,2.2,79.9,44.21,115,1.57,9,687,0.27,0.058,0,0.016,0
CAKE.YEL.DRY MIX.REG.ENR,3.7,432,4.4,11.6,2.3,78.1,43.33,135,1.5,10,657,0.27,0.072,0.2,0.077,2
CAKE.YEL.DRY MIX.REG.UNENR,3.7,432,4.4,11.6,2.3,78.1,0,135,0.48,10,657,0.27,0.072,0.2,0.077,2
CAKE.YEL.PREP FROM RECIPE WO/FRSTNG,25.1,361,5.3,14.6,1.9,53,0,146,1.64,12,343,0.45,0.056,0.2,0.036,54
CAKE.YELLOW.DRY MIX.LIGHT,3.1,404,4.7,5.5,2.6,84.1,0,155,1.31,10,604,0.33,0.063,0,0.026,0
CAMPBEL COMPANY.PREGO PASTA.ZESTY MUSHROOM ITALIAN SAU.RTS,80.2,85,1.54,2.69,1.72,13.85,9.23,15,0.28,0,408,0,0,0,0,0
CAMPBEL.CAMPBELL'S SEL GOLD LABEL SOUPS.CREAMY,82.6,82,2.04,3.67,1.48,10.2,6.12,41,0.15,0,363,0,0,0,0,10
CAMPBELL .SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU,76.1,106,4.37,3.17,1.28,15.08,3.57,16,0.71,0,433,0,0,0,0,8
CAMPBELL .SPAGHETTIOS.SPAGHETTIOS PLUS CA,81.7,69,2.38,0.4,1.63,13.89,5.16,119,0.71,0,246,0,0,2.4,0,2
CAMPBELL .SPAGHETTIOS.SPAGHETTIO'S W/ SLICED FRANKS,79,93,3.57,3.97,2.75,10.71,3.57,60,1.43,0,369,0,0,2.4,0,8
CAMPBELL COMPANY.CAMPBELL'S RED & WHITE.BF NOODLE SOUP.COND,85.2,56,3.17,1.59,3.69,6.35,0.79,0,0.57,0,651,0,0,0,0,8
CAMPBELL COMPANY.CAMPBELL'S RED & WHITE.CHICK VEG SOUP.COND,83.2,63,2.38,0.79,1.72,11.9,2.38,16,0.29,0,706,0,0,0,0,4
CAMPBELL COMPANY.FRANCO-AMERICAN FT FE SLW RST CHICK GRVY,91.2,34,1.69,0,0.33,6.78,0,0,0,0,424,0,0,0,0,8
CAMPBELL SOUP CO.PACE.DRY TACO SEAS MIX,5.7,188,0,0,38.01,56.29,18.76,0,6.75,0,8068,0,0,45,0,0
CAMPBELL SOUP CO..CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS,69.4,123,3.85,1.92,1.18,23.08,10,31,1.11,0,362,0,0,0,0,2
CAMPBELL SOUP COMP.CHNKY MICRO BOWL.GRLD CHIC W/VEG&PSTA.RTS,88.7,45,2.86,1.02,1.71,5.71,0.82,8,0,0,347,0,0,0.5,0,6
CAMPBELL SOUP COMP.CHNKY MICRO BOWL.GRLLD CHIC&SAUS GMBO.RTS,87.8,49,2.86,1.02,0.98,7.35,2.04,16,0.15,0,318,0,0,0,0,6
CAMPBELL SOUP COMP.PREGO PASTA.TRADITIONAL ITALIAN SAU.RTS,78.95,62,1.54,2.31,7.2,10,8.46,15,0.55,0,446,0,0,1.8,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S AU JUS GRAVY,97.8,8,1.69,0,0.5,0,0,0,0,0,390,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S BF GRAVY,90.2,42,1.69,1.69,1.33,5.08,1.69,0,0,0,458,0,0,0,0,8
CAMPBELL SOUP COMPANY.CAMPBELL'S BROWN GRAVY W/ ONIONS,88.2,42,0,1.69,3.33,6.78,3.39,0,0,0,559,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S CHICK GRAVY,88.3,68,0,5.08,1.53,5.08,1.69,0,0,0,441,0,0,0,0,8
CAMPBELL SOUP COMPANY.CAMPBELL'S COUNTRY STYLE CRM GRAVY,86.8,76,1.69,5.08,1.34,5.08,1.69,0,0,0,322,0,0,0,0,8
CAMPBELL SOUP COMPANY.CAMPBELL'S COUNTRY STYLE SAUSAGE GRAVY,78.3,119,3.39,10.17,3.06,5.08,1.69,0,0,0,458,0,0,0,0,17
CAMPBELL SOUP COMPANY.CAMPBELL'S FAT FREE BF GRAVY,91.1,25,1.69,0,2.2,5.08,0,0,0,0,508,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S FAT FREE CHICK GRAVY,91.7,25,1.69,0,1.52,5.08,0,0,0,0,525,0,0,0,0,8
CAMPBELL SOUP COMPANY.CAMPBELL'S FAT FREE TURKEY GRAVY,90.6,33,1.67,0,1.07,6.67,0,0,0,0,483,0,0,0,0,8
CAMPBELL SOUP COMPANY.CAMPBELL'S GOLDEN PORK GRAVY,87.4,76,1.69,5.08,0.74,5.08,1.69,0,0,0,525,0,0,0,0,8
CAMPBELL SOUP COMPANY.CAMPBELL'S MICROWAVABLE BF GRAVY,90,42,1.69,1.69,1.53,5.08,1.69,0,0,0,475,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S MICROWAVABLE CHICK GRAVY,88.5,67,0,5,1.5,5,1.67,0,0,0,433,0,0,0,0,8
CAMPBELL SOUP COMPANY.CAMPBELL'S MICROWAVABLE TURKEY GRAVY,89.6,42,1.67,1.67,2.07,5,1.67,0,0,0,450,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S MUSHROOM GRAVY,91.9,34,0,1.69,1.32,5.08,1.69,0,0,0,475,0,0,0,0,8
CAMPBELL SOUP COMPANY.CAMPBELL'S PORK & BNS,73.7,106,4.62,1.15,1.3,19.23,6.15,31,1.11,0,338,0,0,0,0,4
CAMPBELL SOUP COMPANY.CAMPBELL'S RED & WHITE.BF BROTH.COND,94.9,12,2.42,0,0.69,0.81,0.81,0,0,0,694,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELLS RED & WHITE.BF CONSOMME.COND,93.5,16,3.23,0,0.65,0.81,0.81,0,0,0,653,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S RED & WHITE.TOMATO SOP.COND,80.3,73,1.61,0,1.96,16.13,9.68,0,0.58,0,573,0,0,4.8,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S RED & WHITE.VEG BF SOP.COND,81.6,63,3.97,0.79,1.73,11.9,1.59,16,0.57,0,706,0,0,0,0,4
CAMPBELL SOUP COMPANY.CAMPBELL'S RED & WHITE.VEG SOUP.COND,78.7,79,3.17,0.4,1.86,15.87,5.56,16,0.57,0,706,0,0,0,0,4
CAMPBELL SOUP COMPANY.CAMPBELL'S RED & WHT.SCOTCH BRTH.COND,86.8,56,2.42,1.61,1.91,7.26,0.81,0,0.29,0,710,0,0,0,0,4
CAMPBELL SOUP COMPANY.CAMPBELL'S RED&WHITE.CHICK BROTH.COND,95.9,16,0.81,0.81,0.62,0.81,0.81,0,0,0,621,0,0,0,0,4
CAMPBELL SOUP COMPANY.CAMPBELL'S SEL SOUP.MINESTRONE SOUP,88.3,43,2.04,0.2,1.29,8.16,2.04,16,0.44,0,388,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S SEL SOUP.TOMATO GARDEN SOUP,88.6,41,1.22,0.2,1.4,8.57,4.9,16,0.29,0,286,0,0,0,0,2
CAMPBELL SOUP COMPANY.CAMPBELL'S SEL SOUP.VEG MEDLEY SOUP,88.9,41,1.22,0.2,1.1,8.57,2.45,16,0.29,0,367,0,0,0,0,0
CAMPBELL SOUP COMPANY.CAMPBELL'S SOUP AT HAND.VEG BF SOUP,94,20,0.98,0.33,1.41,3.28,1.64,7,0.12,0,305,0,0,0,0,2
CAMPBELL SOUP COMPANY.CAMPBELL'S TURKEY GRAVY,89.8,42,1.69,1.69,1.73,5.08,1.69,0,0,0,458,0,0,0,0,0
CAMPBELL SOUP COMPANY.CHNKY MICRO BOWL.NEW ENGL CLM CHOW.RTS,84.2,82,2.45,4.9,1.11,7.35,0.82,33,0.73,0,355,0,0,0,0,6
CAMPBELL SOUP COMPANY.CHNKY MICRO BOWLS.BF W/ CONTRY VEG.RTS,85.3,61,4.08,1.22,0.82,8.57,1.22,8,0.29,0,367,0,0,0.5,0,8
CAMPBELL SOUP COMPANY.CHNKY MICRO BOWLS.CLSSC CHIC NOODL.RTS,88.9,45,3.27,0.82,1.3,5.71,1.22,8,0,0,343,0,0,0,0,10
CAMPBELL SOUP COMPANY.CHUNKY MICRO BOWLS.OLD FASH VEG BF.RTS,89,45,3.67,0.61,1.41,5.31,1.63,16,0.44,0,359,0,0,0,0,6
CAMPBELL SOUP COMPANY.FRANCO-AMERICAN SLOW RST BF GRAVY,89.5,42,1.69,0.85,2.87,5.08,0,0,0,0,525,0,0,0,0,8
CAMPBELL SOUP COMPANY.FRANCO-AMERICAN SLOW RST CHICK GRAVY,90.5,34,1.69,0.85,1.87,5.08,0,0,0,0,407,0,0,0,0,8
CAMPBELL SOUP COMPANY.FRANCO-AMERICAN SLOW RST TURKEY GRAVY,88.6,42,1.69,0.85,2.08,6.78,0,0,0,0,542,0,0,0,0,8
CAMPBELL SOUP COMPANY.FRANCO-AMERICN FAT FR SLW RST BF GRAVY,89.6,34,1.69,0,3.62,5.08,0,0,0,0,508,0,0,0,0,8
CAMPBELL SOUP COMPANY.HEALTHY REQUEST TOMATO JUC,93.7,21,0.82,0,1.36,4.12,3.7,8,0,0,198,0,0,29.6,0,0
CAMPBELL SOUP COMPANY.HEALTHY REQUEST.CHICK NOODLE SOUP.COND,88.2,48,2.38,1.59,1.48,6.35,0.79,0,0,0,373,0,0,0,0,8
CAMPBELL SOUP COMPANY.HEALTHY REQUEST.CHICK W/ RICE.COND,88.8,58,1.59,1.19,1.23,7.19,0.79,0,0,4,381,0.2,0.054,4.8,0.037,4
CAMPBELL SOUP COMPANY.HEALTHY REQUEST.CRM OF CELERY.COND,86.5,54,0.81,1.61,1.4,9.68,1.61,81,0,0,387,0,0,0,0,4
CAMPBELL SOUP COMPANY.HEALTHY REQUEST.CRM OF CHICK SOUP.COND,85.6,65,1.61,2.02,1.09,9.68,1.61,0,0,0,371,0,0,0,0,4
CAMPBELL SOUP COMPANY.HEALTHY REQUEST.CRM OF MUSHROOM .COND,87.1,56,1.61,1.61,1.61,8.06,1.61,81,0,0,379,0,0,0,0,4
